utt_id,wav_path,text,speaker_id,language
SSB00050245,wavs/SSB00050245.wav,创业板公司严重依赖于创新型人才,speaker_a,zh
SSB00050246,wavs/SSB00050246.wav,称流花湖公园一小水池内发现一遗失浮尸,speaker_a,zh
SSB00050247,wavs/SSB00050247.wav,这是周扬青与他约会的爱巢,speaker_a,zh
SSB00050248,wavs/SSB00050248.wav,闽南语歌曲,speaker_a,zh
SSB00050249,wavs/SSB00050249.wav,广州婆婆砍死儿媳续上周才摆了满月酒,speaker_a,zh
SSB00050250,wavs/SSB00050250.wav,中铁建联手方兴五十点五亿拿下丰台石榴庄地块,speaker_a,zh
SSB00050251,wavs/SSB00050251.wav,创业板公司的特征是单一,speaker_a,zh
SSB00050252,wavs/SSB00050252.wav,邓紫棋存在,speaker_a,zh
SSB00050253,wavs/SSB00050253.wav,而自他们进入这个区域以来,speaker_a,zh
SSB00050254,wavs/SSB00050254.wav,五十三路无人售票,speaker_a,zh
SSB00050255,wavs/SSB00050255.wav,这意味着他们不太可能在短期之内,speaker_a,zh
SSB00050256,wavs/SSB00050256.wav,倡导跑步也是一项团队运动,speaker_a,zh
SSB00050257,wavs/SSB00050257.wav,改革需要撇弃大而全的思维,speaker_a,zh
SSB00050259,wavs/SSB00050259.wav,同时发布了数条恶搞无厘头内容,speaker_a,zh
SSB00050260,wavs/SSB00050260.wav,大量的供应已经在路上了,speaker_a,zh
SSB00050261,wavs/SSB00050261.wav,确定关闭,speaker_a,zh
SSB00050262,wavs/SSB00050262.wav,试点城市应有网络基础设施相关的公共平台和数据库,speaker_a,zh
SSB00050263,wavs/SSB00050263.wav,公用电话,speaker_a,zh
SSB00050264,wavs/SSB00050264.wav,夜空中最亮的星,speaker_a,zh
SSB00050265,wavs/SSB00050265.wav,给技术应用造成障碍,speaker_a,zh
SSB00050266,wavs/SSB00050266.wav,铁血坚持,speaker_a,zh
SSB00050267,wavs/SSB00050267.wav,五百四十九万六千七百七十一,speaker_a,zh
SSB00050268,wavs/SSB00050268.wav,小编将继续关注该案相关进展,speaker_a,zh
SSB00050269,wavs/SSB00050269.wav,来首邓紫棋的存在,speaker_a,zh
SSB00050270,wavs/SSB00050270.wav,随着越来越多的房企进驻这个区域,speaker_a,zh
SSB00050271,wavs/SSB00050271.wav,茗春茶业,speaker_a,zh
SSB00050272,wavs/SSB00050272.wav,引起众人高度关注,speaker_a,zh
SSB00050273,wavs/SSB00050273.wav,孩子在操场漫无目的地嬉戏打闹,speaker_a,zh
SSB00050274,wavs/SSB00050274.wav,广州工地塔吊吊臂坠落致四死负责人已被警方控制,speaker_a,zh
SSB00050275,wavs/SSB00050275.wav,企业板公司上市募集的资金多而使用效率较低,speaker_a,zh
SSB00050276,wavs/SSB00050276.wav,已上市战略性新兴产业公司的成长性较高,speaker_a,zh
SSB00050277,wavs/SSB00050277.wav,五百五十二万零四百零四,speaker_a,zh
SSB00050278,wavs/SSB00050278.wav,从而引导资金人才支持中国产业结构长期升级与优化,speaker_a,zh
SSB00050279,wavs/SSB00050279.wav,铁血男儿,speaker_a,zh
SSB00050280,wavs/SSB00050280.wav,广州日报记者从其父亲处得到核实,speaker_a,zh
SSB00050281,wavs/SSB00050281.wav,姚明以篮球青少年培养举例,speaker_a,zh
SSB00050282,wavs/SSB00050282.wav,该区域过去因为交通和配套落后而不受重视,speaker_a,zh
SSB00050283,wavs/SSB00050283.wav,我们选择的功能就是做普及性,speaker_a,zh
SSB00050284,wavs/SSB00050284.wav,达到两千套以上,speaker_a,zh
SSB00050285,wavs/SSB00050285.wav,特斯拉家用电池卖疯了一周内已获近四万预订,speaker_a,zh
SSB00050286,wavs/SSB00050286.wav,我国目前有超过五百个城市试点智慧城市,speaker_a,zh
SSB00050287,wavs/SSB00050287.wav,工作人员在舱房内整理床铺,speaker_a,zh
SSB00050288,wavs/SSB00050288.wav,五百四十一万三千二百四十八,speaker_a,zh
SSB00050289,wavs/SSB00050289.wav,新华社记者郑昕张晨俊,speaker_a,zh
SSB00050291,wavs/SSB00050291.wav,果断开枪击伤该嫌疑男子,speaker_a,zh
SSB00050292,wavs/SSB00050292.wav,随着高价地块的不断成交,speaker_a,zh
SSB00050295,wavs/SSB00050295.wav,在成交的五十套中,speaker_a,zh
SSB00050296,wavs/SSB00050296.wav,所有环节亲力亲为的负担显而易见,speaker_a,zh
SSB00050297,wavs/SSB00050297.wav,欺诈信息也都删除了,speaker_a,zh
SSB00050298,wavs/SSB00050298.wav,电动汽车厂商特斯拉日前宣布,speaker_a,zh
SSB00050299,wavs/SSB00050299.wav,正确把握信息技术发展趋势,speaker_a,zh
SSB00050300,wavs/SSB00050300.wav,龙洞婆婆砍死媳妇事发现场,speaker_a,zh
SSB00050301,wavs/SSB00050301.wav,越秀警方迅速安排警力到场置处置,speaker_a,zh
SSB00050302,wavs/SSB00050302.wav,上海浦东国际女半程马拉松,speaker_a,zh
SSB00050303,wavs/SSB00050303.wav,五百五十九,speaker_a,zh
SSB00050304,wavs/SSB00050304.wav,这项运动也会慢慢成为我们生活的习惯,speaker_a,zh
SSB00050305,wavs/SSB00050305.wav,卑微,speaker_a,zh
SSB00050306,wavs/SSB00050306.wav,别怕我伤心,speaker_a,zh
SSB00050307,wavs/SSB00050307.wav,多一点,speaker_a,zh
SSB00050308,wavs/SSB00050308.wav,四十一路无人售票,speaker_a,zh
SSB00050309,wavs/SSB00050309.wav,广州大二女生失联校方称查无此人就读记录,speaker_a,zh
SSB00050310,wavs/SSB00050310.wav,小猪向来以买房购地来孝顺母亲及投资理财,speaker_a,zh
SSB00050311,wavs/SSB00050311.wav,巧妙回避感情问题,speaker_a,zh
SSB00050312,wavs/SSB00050312.wav,供应将比今年翻一倍,speaker_a,zh
SSB00050313,wavs/SSB00050313.wav,替我退出,speaker_a,zh
SSB00050314,wavs/SSB00050314.wav,我们的问题是拼凑太紧密,speaker_a,zh
SSB00050315,wavs/SSB00050315.wav,就可以获得一部免费的特斯拉电动车,speaker_a,zh
SSB00050316,wavs/SSB00050316.wav,亚豪机构的分析师郭毅也认同这样的观点,speaker_a,zh
SSB00050317,wavs/SSB00050317.wav,铁血汗青,speaker_a,zh
SSB00050318,wavs/SSB00050318.wav,以及星际迷航舰长的扮演者克里斯派恩,speaker_a,zh
SSB00050319,wavs/SSB00050319.wav,这七个单价超过六万元的楼盘中,speaker_a,zh
SSB00050320,wavs/SSB00050320.wav,是一位演技备受肯定的女演员,speaker_a,zh
SSB00050321,wavs/SSB00050321.wav,以及有关篮球管办分离的讨论都是热点,speaker_a,zh
SSB00050322,wavs/SSB00050322.wav,目前拥有台湾等九处房产,speaker_a,zh
SSB00050323,wavs/SSB00050323.wav,现在技术足以支撑智慧城市的建设,speaker_a,zh
SSB00050324,wavs/SSB00050324.wav,七路无人售票,speaker_a,zh
SSB00050325,wavs/SSB00050325.wav,还有女孩儿为何一直称自称为华师学生学校却查无此人,speaker_a,zh
SSB00050326,wavs/SSB00050326.wav,今年肯定消化不了这么多订量单,speaker_a,zh
SSB00050327,wavs/SSB00050327.wav,放下,speaker_a,zh
SSB00050328,wavs/SSB00050328.wav,顺昌船舶机电供应站,speaker_a,zh
SSB00050329,wavs/SSB00050329.wav,铁血少年,speaker_a,zh
SSB00050330,wavs/SSB00050330.wav,豪宅项目在某些特定区域将越来越多,speaker_a,zh
SSB00050332,wavs/SSB00050332.wav,七万元到九万元的有六个,speaker_a,zh
SSB00050333,wavs/SSB00050333.wav,同比增长迅速,speaker_a,zh
SSB00050334,wavs/SSB00050334.wav,称在增城区某房屋内有男子劫持他人,speaker_a,zh
SSB00050335,wavs/SSB00050335.wav,深交所副总经理中明指出,speaker_a,zh
SSB00050336,wavs/SSB00050336.wav,我喜欢你,speaker_a,zh
SSB00050337,wavs/SSB00050337.wav,深交所召开创业板与战略性新兴产业研讨会,speaker_a,zh
SSB00050338,wavs/SSB00050338.wav,以一场跑二十四小时城市接力赛,speaker_a,zh
SSB00050339,wavs/SSB00050339.wav,单价超过一万零元每平方米有三个,speaker_a,zh
SSB00050340,wavs/SSB00050340.wav,不仅是花季女孩儿突然失联去向如何,speaker_a,zh
SSB00050341,wavs/SSB00050341.wav,五百五十八万九千零八十六,speaker_a,zh
SSB00050342,wavs/SSB00050342.wav,也面临很多信息壁壁垒的问题,speaker_a,zh
SSB00050343,wavs/SSB00050343.wav,铁血莲花,speaker_a,zh
SSB00050344,wavs/SSB00050344.wav,各自承担各自的责任,speaker_a,zh
SSB00050345,wavs/SSB00050345.wav,确定退出,speaker_a,zh
SSB00050346,wavs/SSB00050346.wav,特斯拉有没有可能从汽车行业转型,speaker_a,zh
SSB00050347,wavs/SSB00050347.wav,龙湖双珑原著一位项目负责人告诉界面新闻记者,speaker_a,zh
SSB00050348,wavs/SSB00050348.wav,因为体育是教育中非常重要的一部分,speaker_a,zh
SSB00050349,wavs/SSB00050349.wav,高清宁泽涛凯旋贺电挂满训训练基地,speaker_a,zh
SSB00050350,wavs/SSB00050350.wav,铁血青春,speaker_a,zh
SSB00050351,wavs/SSB00050351.wav,八十八路无人售票,speaker_a,zh
SSB00050352,wavs/SSB00050352.wav,创投公司发展方向更加明确,speaker_a,zh
SSB00050354,wavs/SSB00050354.wav,而在面对媒体追问他与女友周扬青之事时,speaker_a,zh
SSB00050355,wavs/SSB00050355.wav,因此总计为二点五万个,speaker_a,zh
SSB00050356,wavs/SSB00050356.wav,创业板已有上市公司,speaker_a,zh
SSB00050357,wavs/SSB00050357.wav,这样反倒容易产生意外,speaker_a,zh
SSB00050358,wavs/SSB00050358.wav,成为推动篮球普及并行不博的两种方式,speaker_a,zh
SSB00050359,wavs/SSB00050359.wav,一位豪宅项目负责人告诉界面新闻记者,speaker_a,zh
SSB00050360,wavs/SSB00050360.wav,高价化趋势背后必然是房企之间更惨烈的竞争,speaker_a,zh
SSB00050361,wavs/SSB00050361.wav,正积极参与中国新充电标准的制定,speaker_a,zh
SSB00050362,wavs/SSB00050362.wav,东莞南城彭眼市场门口,speaker_a,zh
SSB00050363,wavs/SSB00050363.wav,中粮瑞府等高端项目陆续进驻,speaker_a,zh
SSB00050364,wavs/SSB00050364.wav,随着规模进一步扩大和结构不断优化,speaker_a,zh
SSB00050365,wavs/SSB00050365.wav,又有晚上的倾盆大雨,speaker_a,zh
SSB00050366,wavs/SSB00050366.wav,市价约三点二亿约六十二零零万人民币,speaker_a,zh
SSB00050368,wavs/SSB00050368.wav,近身肉搏已经可以预见,speaker_a,zh
SSB00050369,wavs/SSB00050369.wav,十三路无人售票,speaker_a,zh
SSB00050370,wavs/SSB00050370.wav,南京市常务副市长刘以安表示,speaker_a,zh
SSB00050371,wavs/SSB00050371.wav,五百四十五万九千九百八十一,speaker_a,zh
SSB00050372,wavs/SSB00050372.wav,强化网络与信息安全管理,speaker_a,zh
SSB00050373,wavs/SSB00050373.wav,笔晨文具,speaker_a,zh
SSB00050374,wavs/SSB00050374.wav,从二零一二年末我国开启国家智慧城市试点工作至今,speaker_a,zh
SSB00050375,wavs/SSB00050375.wav,近日起源于日本的胶囊旅馆在河南郑州悄然兴起,speaker_a,zh
SSB00050376,wavs/SSB00050376.wav,小蜗牛和黄鹂鸟歌,speaker_a,zh
SSB00050377,wavs/SSB00050377.wav,特斯拉在中国采购费用达到二点五亿美元,speaker_a,zh
SSB00050378,wavs/SSB00050378.wav,广州妙龄女露宿街头一个多月自称痴因车祸失忆,speaker_a,zh
SSB00050379,wavs/SSB00050379.wav,李代沫简单的事,speaker_a,zh
SSB00050380,wavs/SSB00050380.wav,导致城市治理不能横向打通,speaker_a,zh
SSB00050381,wavs/SSB00050381.wav,一个人的情歌,speaker_a,zh
SSB00050382,wavs/SSB00050382.wav,要继续支持公司的发展,speaker_a,zh
SSB00050383,wavs/SSB00050383.wav,努力培育并做强做大信息技术产业,speaker_a,zh
SSB00050384,wavs/SSB00050384.wav,真彩中介,speaker_a,zh
SSB00050385,wavs/SSB00050385.wav,需要关注企业长远发展前景和正真正价值所在,speaker_a,zh
SSB00050386,wavs/SSB00050386.wav,郭志明给儿子批改暑期作业,speaker_a,zh
SSB00050387,wavs/SSB00050387.wav,追求又大又全就会失去主攻方向,speaker_a,zh
SSB00050388,wavs/SSB00050388.wav,今日剧情更是出现重重大反转,speaker_a,zh
SSB00050389,wavs/SSB00050389.wav,也使得智慧城市效果不佳,speaker_a,zh
SSB00050390,wavs/SSB00050390.wav,易居研究院将北京六万元以上的住宅视为豪宅,speaker_a,zh
SSB00050391,wavs/SSB00050391.wav,广州增近九万户进入住房保障线,speaker_a,zh
SSB00050392,wavs/SSB00050392.wav,同样的情况也出现在东坝板块儿,speaker_a,zh
SSB00050393,wavs/SSB00050393.wav,玉兰眼镜南大街店,speaker_a,zh
SSB00050394,wavs/SSB00050394.wav,狂草,speaker_a,zh
SSB00050395,wavs/SSB00050395.wav,商品房价格水涨船高,speaker_a,zh
SSB00050397,wavs/SSB00050397.wav,死者待大学城体育中心内的自行车馆一男厕被发现,speaker_a,zh
SSB00050398,wavs/SSB00050398.wav,中国篮球可能会迎来一段快速发展的时期,speaker_a,zh
SSB00050399,wavs/SSB00050399.wav,现代化的运行机制需要有各种功能的机构并拼凑在一起,speaker_a,zh
SSB00050400,wavs/SSB00050400.wav,所谓一套人马几块牌子,speaker_a,zh
SSB00050401,wavs/SSB00050401.wav,这是一场全面体现浦东的标志性建筑固景观,speaker_a,zh
SSB00050402,wavs/SSB00050402.wav,但如果所有的目的都指向国家队,speaker_a,zh
SSB00050403,wavs/SSB00050403.wav,他们需要在产品和寻求客群上花费更多精力,speaker_a,zh
SSB00050404,wavs/SSB00050404.wav,而建设充电配套设施也是一笔庞大的支出,speaker_a,zh
SSB00050405,wavs/SSB00050405.wav,近年来因为配建自住房和未来使馆区的规划,speaker_a,zh
SSB00050406,wavs/SSB00050406.wav,中新网九月二十二日电据台湾媒体报道,speaker_a,zh
SSB00050407,wavs/SSB00050407.wav,铁血将军杨靖宇,speaker_a,zh
SSB00050409,wavs/SSB00050409.wav,北京房地产协会秘书长陈志认为,speaker_a,zh
SSB00050410,wavs/SSB00050410.wav,正是面临的种种问题,speaker_a,zh
SSB00050411,wavs/SSB00050411.wav,加强城市规划建设和管理的新模式,speaker_a,zh
SSB00050412,wavs/SSB00050412.wav,特斯拉的商业模式却越来越难以复制,speaker_a,zh
SSB00050413,wavs/SSB00050413.wav,七路无人售票,speaker_a,zh
SSB00050414,wavs/SSB00050414.wav,事件正在进一步调查中,speaker_a,zh
SSB00050415,wavs/SSB00050415.wav,好听的音乐,speaker_a,zh
SSB00050416,wavs/SSB00050416.wav,越秀警方接到群众报警,speaker_a,zh
SSB00050417,wavs/SSB00050417.wav,在不到一周的时间内,speaker_a,zh
SSB00050418,wavs/SSB00050418.wav,大力推进广电电信业务双向进入,speaker_a,zh
SSB00050419,wavs/SSB00050419.wav,加快实现电信网广播电视网互联网融合发展,speaker_a,zh
SSB00050420,wavs/SSB00050420.wav,金融机构难介入或者有机构有资金跟进,speaker_a,zh
SSB00050421,wavs/SSB00050421.wav,目标意在覆盖全国含港澳台地区的七百个城市,speaker_a,zh
SSB00050422,wavs/SSB00050422.wav,铁血惊魂,speaker_a,zh
SSB00050423,wavs/SSB00050423.wav,全面提升经济社会信息化水平,speaker_a,zh
SSB00050424,wavs/SSB00050424.wav,十五路无人售票,speaker_a,zh
SSB00050425,wavs/SSB00050425.wav,二胡独奏,speaker_a,zh
SSB00050426,wavs/SSB00050426.wav,应从战略高度认识发展战略性新兴产业的重大意义,speaker_a,zh
SSB00050427,wavs/SSB00050427.wav,政府各部门信息条块分割,speaker_a,zh
SSB00050428,wavs/SSB00050428.wav,五百四十零四千七百二十八,speaker_a,zh
SSB00050429,wavs/SSB00050429.wav,过高的预订量意味着消费者需要等待很长时间,speaker_a,zh
SSB00050430,wavs/SSB00050430.wav,南都讯记者何永华今日上午一一点,speaker_a,zh
SSB00050431,wavs/SSB00050431.wav,一路无人售票第一人民医院站,speaker_a,zh
SSB00050432,wavs/SSB00050432.wav,目前购买豪宅项目的业主基本都是用于自住,speaker_a,zh
SSB00050433,wavs/SSB00050433.wav,其特征将会更加鲜明,speaker_a,zh
SSB00050434,wavs/SSB00050434.wav,增城警方迅速到场处置,speaker_a,zh
SSB00050435,wavs/SSB00050435.wav,刚刚爆出地王的孙河和东坝就是这种西趋势中的典型,speaker_a,zh
SSB00050436,wavs/SSB00050436.wav,但多名参与智能城市建设实践的官员均表示,speaker_a,zh
SSB00050437,wavs/SSB00050437.wav,才能够拿到家用电池,speaker_a,zh
SSB00050438,wavs/SSB00050438.wav,五百四十七万零五百六十,speaker_a,zh
SSB00050439,wavs/SSB00050439.wav,中一眼镜儿,speaker_a,zh
SSB00050440,wavs/SSB00050440.wav,五百五十二,speaker_a,zh
SSB00050441,wavs/SSB00050441.wav,应宽现有现有股权激励制度中的诸多约束等,speaker_a,zh
SSB00050442,wavs/SSB00050442.wav,称对网友路人转粉丝的现象十分高兴,speaker_a,zh
SSB00050443,wavs/SSB00050443.wav,将该女子摆布衣服的铁架查扣,speaker_a,zh
SSB00050444,wavs/SSB00050444.wav,更要打破行政的壁垒,speaker_a,zh
SSB00050445,wavs/SSB00050445.wav,失联女孩儿柯文婷的事,speaker_a,zh
SSB00050446,wavs/SSB00050446.wav,时间都去哪了,speaker_a,zh
SSB00050447,wavs/SSB00050447.wav,五百四十二,speaker_a,zh
SSB00050448,wavs/SSB00050448.wav,即将于二零一六年落地中国,speaker_a,zh
SSB00050449,wavs/SSB00050449.wav,播放一首歌小伙伴们都惊呆了,speaker_a,zh
SSB00050450,wavs/SSB00050450.wav,广州如约巴士上线九条线路今起开行票价最低一分钱,speaker_a,zh
SSB00050451,wavs/SSB00050451.wav,带来超过一千套的供应量,speaker_a,zh
SSB00050452,wavs/SSB00050452.wav,警方正抓紧开展对犯罪嫌疑人审查工作,speaker_a,zh
SSB00050453,wavs/SSB00050453.wav,五百三十一万七千四百一十七,speaker_a,zh
SSB00050454,wavs/SSB00050454.wav,四十三路无人售票第一人民医院站,speaker_a,zh
SSB00050455,wavs/SSB00050455.wav,也在讨论国内智慧城市发展面临的各种问题,speaker_a,zh
SSB00050456,wavs/SSB00050456.wav,这和我们传统上体育教育意识的缺乏有关,speaker_a,zh
SSB00050457,wavs/SSB00050457.wav,上市后从单一向复合型企业发展面临不少矛盾,speaker_a,zh
SSB00050458,wavs/SSB00050458.wav,甚至一些在空间和地段上有缺陷的楼盘,speaker_a,zh
SSB00050459,wavs/SSB00050459.wav,电音,speaker_a,zh
SSB00050460,wavs/SSB00050460.wav,五路无人售票,speaker_a,zh
SSB00050461,wavs/SSB00050461.wav,安眠,speaker_a,zh
SSB00050462,wavs/SSB00050462.wav,他拿出幽默的本领,speaker_a,zh
SSB00050463,wavs/SSB00050463.wav,我好喜欢你,speaker_a,zh
SSB00050464,wavs/SSB00050464.wav,他被匿名开另一个微博帐号安慰女友给爷笑个,speaker_a,zh
SSB00050465,wavs/SSB00050465.wav,促进物联网云计算的研究应用,speaker_a,zh
SSB00050466,wavs/SSB00050466.wav,也都打出了豪宅的旗号,speaker_a,zh
SSB00050467,wavs/SSB00050467.wav,草原歌曲,speaker_a,zh
SSB00050468,wavs/SSB00050468.wav,修改新生产车辆以符合新国标的规定,speaker_a,zh
SSB00050469,wavs/SSB00050469.wav,推进三网融合是党中央国务院做出的一项重大决策,speaker_a,zh
SSB00050470,wavs/SSB00050470.wav,但两者目的是一样的,speaker_a,zh
SSB00050471,wavs/SSB00050471.wav,五百四十七万一千四百六十八,speaker_a,zh
SSB00050473,wavs/SSB00050473.wav,获得不少好评,speaker_a,zh
SSB00050474,wavs/SSB00050474.wav,确定关闭,speaker_a,zh
SSB00050475,wavs/SSB00050475.wav,要加快建设宽带融合安全的信息网络基础设置,speaker_a,zh
SSB00050476,wavs/SSB00050476.wav,二零一五年北京四个入市的纯新盘中,speaker_a,zh
SSB00050477,wavs/SSB00050477.wav,来一首黄家驹的真的爱你,speaker_a,zh
SSB00050479,wavs/SSB00050479.wav,才能在保证安全的前提下锻炼身心,speaker_a,zh
SSB00050480,wavs/SSB00050480.wav,特斯拉充电团队将安排专业的电工技术人员,speaker_a,zh
SSB00050481,wavs/SSB00050481.wav,创业板要支持这类企业发展,speaker_a,zh
SSB00050482,wavs/SSB00050482.wav,捷安特南大街自行车专卖店,speaker_a,zh
SSB00050483,wavs/SSB00050483.wav,保利联手首开八亿拿下孙河地块,speaker_a,zh
SSB00050484,wavs/SSB00050484.wav,这些习惯也会成为我们的性格,speaker_a,zh
SSB00050485,wavs/SSB00050485.wav,有各条线的行政命令,speaker_a,zh
SSB00050486,wavs/SSB00050486.wav,广州失踪女大学生浮尸流花湖嫌疑犯被抓,speaker_a,zh
SSB00050487,wavs/SSB00050487.wav,是获得该奖最多的女演员,speaker_a,zh
SSB00050488,wavs/SSB00050488.wav,三十八路无人售票,speaker_a,zh
SSB00050489,wavs/SSB00050489.wav,警方抓获犯罪嫌疑人郑某外号阿狗,speaker_a,zh
SSB00050490,wavs/SSB00050490.wav,特斯拉官方网站也被黑客攻击了,speaker_a,zh
